utility_type,given_flat_id,year_month,opening_reading,closing_reading,monthly_reading,opening_timestamp,closing_timestamp,computed_at
Diesel,Jade1302,2026-02,127.22,129.46,2.24,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Jade410,2026-02,186.1,189.47,3.37,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Jade1706,2026-02,18541.21,18752.34,211.13,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Amethyst1001,2026-02,1407751,1423850,16099,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Amethyst605,2026-02,1131851,1150372,18521,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Amethyst809,2026-02,1049663,1061497,11834,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Ruby202,2026-02,2710.39,2848.22,137.83,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aurum703,2026-02,90707,91213,506,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Amethyst502,2026-02,10404.12,10528.42,124.3,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Amethyst302,2026-02,10950.12,11046.4,96.28,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Jade508,2026-02,214.99,217.92,2.93,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,AquamarineG01,2026-02,58.12,0,-58.12,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Opal1005,2026-02,10543.26,10784.2,240.94,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Argentum410-D,2026-02,31.54,40.49,8.95,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aquamarine1601,2026-02,157554,162336,4782,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Ruby306,2026-02,4822,4836,14,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Crystal705-F,2026-02,27241.32,27426.65,185.33,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Argentum807-D,2026-02,566695,590650,23955,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Opal1107,2026-02,326207,332704,6497,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Amethyst1703,2026-02,5842.56,5936.26,93.7,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Ruby201,2026-02,35.44,38.5,3.06,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,RubyG03,2026-02,6.29,0,-6.29,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Ruby1002,2026-02,74.7,80.38,5.68,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Ruby610,2026-02,78.22,86.99,8.77,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Aquamarine1709,2026-02,14240.62,14502.83,262.21,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Aquamarine1701,2026-02,7050.49,7312.91,262.42,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aurum1603,2026-02,276.9,277.97,1.07,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aquamarine408,2026-02,84.22,0,-84.22,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Turquoise706,2026-02,262.9,271.01,8.11,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,PearlG05-E,2026-02,253806,257934,4128,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aquamarine1910,2026-02,508755,516594,7839,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Ruby1308,2026-02,135860,147392,11532,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Pearl205-E,2026-02,232.42,237.78,5.36,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Pearl1704-E,2026-02,239.95,239.95,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Crystal209-F,2026-02,671628,686586,14958,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Turquoise1506,2026-02,614030,614030,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Turquoise106,2026-02,1,1,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Amethyst1306,2026-02,122.36,124.44,2.08,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aurum701,2026-02,48619,48799,180,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Gas,Platinum1102,2026-02,150178,150178,0,02-02-2026 00:00,02-02-2026 00:00,05-03-2026 13:18
Diesel,Ruby304,2026-02,28.55,31.71,3.16,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Aquamarine1809,2026-02,13297.56,13652.77,355.21,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Pearl1709-E,2026-02,737486,747145,9659,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Turquoise601,2026-02,17591.11,17836.92,245.81,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Argentum904-D,2026-02,0.39,2.47,2.08,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,ArgentumG05-D,2026-02,56.83,63.68,6.85,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Amethyst402,2026-02,1399126,1410236,11110,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Amethyst1903,2026-02,665706,674741,9035,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Amethyst1101,2026-02,975751,986246,10495,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,RubyG03,2026-02,666.77,0,-666.77,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Ruby601,2026-02,8883.33,9087.89,204.56,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Ruby1407,2026-02,312424,324012,11588,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Ruby1701,2026-02,32318,37607,5289,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Pearl203-E,2026-02,39.59,45.08,5.49,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Crystal306-F,2026-02,20097.71,20440.81,343.1,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Crystal1206-F,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Crystal1508-F,2026-02,112073,112515,442,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Amethyst1703,2026-02,46.29,50.96,4.67,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Opal1208,2026-02,236402,274893,38491,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aurum1103,2026-02,93877,94982,1105,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Gas,Platinum1301,2026-02,7,7,0,02-02-2026 00:00,02-02-2026 00:00,05-03-2026 13:18
Electricity,Amethyst1307,2026-02,11270.91,11523.66,252.75,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Amethyst610,2026-02,9060.64,9291.65,231.01,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Amethyst704,2026-02,11866.32,11999.68,133.36,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,AquamarineG01,2026-02,7625.37,0,-7625.37,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aurum810,2026-02,373.37,377.27,3.9,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aquamarine1802,2026-02,29.09,33.38,4.29,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Argentum1003-D,2026-02,25105.68,25161.91,56.23,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Opal1108,2026-02,5837.24,5975,137.76,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Jade1910,2026-02,102.01,103.9,1.89,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Jade907,2026-02,302.91,310.43,7.52,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Jade1706,2026-02,201.82,209.71,7.89,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Jade501,2026-02,255.41,262.97,7.56,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Jade1506,2026-02,14280.46,14378.25,97.79,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Jade210,2026-02,1570407,1585776,15369,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aquamarine1710,2026-02,914052,930688,16636,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Amethyst608,2026-02,959617,973236,13619,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Ruby608,2026-02,258807,258807,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Pearl1309-E,2026-02,17139.28,17204.01,64.73,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Pearl708-E,2026-02,4287.31,4364.21,76.9,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Crystal1507-F,2026-02,164739,165458,719,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Turquoise1908,2026-02,326154,328549,2395,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Turquoise1107,2026-02,557190,564878,7688,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Opal1502,2026-02,55.23,57.21,1.98,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Argentum707-D,2026-02,460787,468346,7559,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,CrystalG08-F,2026-02,12042.28,12235.49,193.21,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Amethyst806,2026-02,153.41,156.9,3.49,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Ruby705,2026-02,108.59,116.45,7.86,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Aquamarine902,2026-02,9478.76,9649.39,170.63,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aurum1305,2026-02,371.06,374.77,3.71,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Crystal101-F,2026-02,71.14,74.82,3.68,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aquamarine304,2026-02,157.81,0,-157.81,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Crystal1602-F,2026-02,114.5,114.94,0.44,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Opal1202,2026-02,13933.63,14055.85,122.22,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Jade202,2026-02,134.32,137.07,2.75,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Jade810,2026-02,219.6,222.63,3.03,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Jade502,2026-02,23629.43,23878.11,248.68,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Amethyst1905,2026-02,404,427,23,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Ruby1404,2026-02,251262,257384,6122,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Pearl705-E,2026-02,479.69,491.38,11.69,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Pearl502-E,2026-02,189.53,189.66,0.13,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Pearl304-E,2026-02,2317.35,2454.61,137.26,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Crystal1301-F,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Crystal1308-F,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Argentum1005-D,2026-02,937741,951727,13986,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Argentum408-D,2026-02,955213,962341,7128,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Argentum1610-D,2026-02,734942,756972,22030,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Argentum1301-D,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Opal1207,2026-02,287690,314484,26794,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Opal804,2026-02,491663,505418,13755,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Opal1709,2026-02,353219,380607,27388,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aurum1610,2026-02,69024,69240,216,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Jade309,2026-02,23890.86,24108.94,218.08,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Amethyst1401,2026-02,32.83,32.83,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Ruby1107,2026-02,56.36,56.38,0.02,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Ruby1805,2026-02,383842,383842,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aurum1406,2026-02,315.74,317.84,2.1,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aurum1301,2026-02,34.62,36.76,2.14,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Crystal508-F,2026-02,153.45,159.16,5.71,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Crystal909-F,2026-02,203.14,207.19,4.05,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Turquoise306,2026-02,476.73,484.12,7.39,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Turquoise905,2026-02,357.02,360.36,3.34,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aquamarine1204,2026-02,48.05,53.02,4.97,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Argentum504-D,2026-02,3444.68,3555.78,111.1,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Pearl102-E,2026-02,414437,419740,5303,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Turquoise1208,2026-02,7713.46,7809.65,96.19,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Jade101,2026-02,18987.52,19150.01,162.49,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Jade803,2026-02,18767.19,18893.23,126.04,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Jade904,2026-02,21201.94,21309.67,107.73,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Jade903,2026-02,18005.45,18173.58,168.13,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Jade1904,2026-02,468752,473472,4720,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Amethyst305,2026-02,1338317,1358689,20372,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Ruby704,2026-02,120068,125577,5509,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Ruby702,2026-02,166093,175320,9227,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Pearl801-E,2026-02,148.28,149.3,1.02,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Pearl1206-E,2026-02,30491.19,30626.87,135.68,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Turquoise1802,2026-02,1535123,1555666,20543,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Turquoise1510,2026-02,407727,407727,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Opal402,2026-02,62.19,63.29,1.1,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Amethyst308,2026-02,106.2,109.92,3.72,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aurum1703,2026-02,103479,103479,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aurum1104,2026-02,64015,64015,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aurum205,2026-02,542377,554457,12080,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Gas,Platinum1507,2026-02,0,0,0,02-02-2026 00:00,02-02-2026 00:00,05-03-2026 13:18
Gas,Platinum1306,2026-02,75716,75716,0,02-02-2026 00:00,02-02-2026 00:00,05-03-2026 13:18
Diesel,Ruby1901,2026-02,65.94,72.48,6.54,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aurum1403,2026-02,226.49,227.87,1.38,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Turquoise709,2026-02,219.35,226.07,6.72,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aquamarine1206,2026-02,51.81,57.39,5.58,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aquamarine710,2026-02,76.23,81.85,5.62,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Pearl1305-E,2026-02,139931,139931,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Pearl202-E,2026-02,564571,573123,8552,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Opal405,2026-02,2174.34,2201.02,26.68,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Argentum1904-D,2026-02,251.31,253.37,2.06,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Jade1702,2026-02,147.53,151.98,4.45,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Jade801,2026-02,1279376,1294028,14652,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aquamarine1907,2026-02,185822,189329,3507,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aquamarine706,2026-02,796501,816972,20471,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aquamarine1202,2026-02,265301,295040,29739,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Jade507,2026-02,822250,828737,6487,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Jade207,2026-02,1514332,1529585,15253,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Amethyst1807,2026-02,617460,635636,18176,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Ruby1201,2026-02,6443.23,6606.51,163.28,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Ruby1309,2026-02,153862,165468,11606,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Pearl107-E,2026-02,179.76,186.13,6.37,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Pearl1010-E,2026-02,318.55,323.34,4.79,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Pearl1405-E,2026-02,14882.03,14976.02,93.99,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Turquoise208,2026-02,811531,820237,8706,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Turquoise403,2026-02,607313,623826,16513,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Turquoise1410,2026-02,1117516,1120625,3109,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Opal906,2026-02,30.84,35.32,4.48,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Opal1704,2026-02,73.31,78.15,4.84,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Argentum601-D,2026-02,13917,21674,7757,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Amethyst1802,2026-02,155.93,162.42,6.49,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aurum402,2026-02,80126,80495,369,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aurum106,2026-02,187559,188624,1065,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Gas,Platinum409,2026-02,65194,65194,0,02-02-2026 00:00,02-02-2026 00:00,05-03-2026 13:18
Gas,Platinum701,2026-02,48619,48619,0,02-02-2026 00:00,02-02-2026 00:00,05-03-2026 13:18
Gas,Platinum604,2026-02,63963,63963,0,02-02-2026 00:00,02-02-2026 00:00,05-03-2026 13:18
Diesel,Ruby1702,2026-02,43.58,45.88,2.3,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Aquamarine1105,2026-02,8528.76,8567.13,38.37,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Ruby1203,2026-02,1779.51,1809.89,30.38,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aurum501,2026-02,475.59,479.13,3.54,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Argentum202-D,2026-02,1552.07,1553.83,1.76,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Pearl804-E,2026-02,104157,104171,14,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Turquoise206,2026-02,25365.27,25631.19,265.92,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Turquoise803,2026-02,16507.16,16800.28,293.12,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Jade307,2026-02,80.39,89.35,8.96,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aquamarine307,2026-02,532442,0,-532442,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aquamarine501,2026-02,66641,66651,10,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Amethyst905,2026-02,2284426,2301457,17031,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Ruby106,2026-02,6051.07,6282.3,231.23,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Pearl1510-E,2026-02,134.31,144.99,10.68,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Pearl1409-E,2026-02,231.69,233.71,2.02,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Pearl904-E,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Crystal910-F,2026-02,166041,167515,1474,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Turquoise1807,2026-02,68205,69167,962,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Opal1904,2026-02,24.29,32.15,7.86,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Argentum310-D,2026-02,319951,334261,14310,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,ArgentumG02-D,2026-02,188742,225616,36874,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Opal1802,2026-02,409177,424527,15350,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aurum1402,2026-02,88447,88644,197,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Jade209,2026-02,27507.25,27716.04,208.79,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Ruby1808,2026-02,35.02,37.51,2.49,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Aquamarine503,2026-02,7944.12,8041.08,96.96,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Aquamarine405,2026-02,14641.17,0,-14641.17,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Ruby1709,2026-02,15010.15,15262.76,252.61,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,AurumG010,2026-02,134.72,137.23,2.51,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Crystal1106-F,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Crystal1201-F,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Argentum1610-D,2026-02,41537.55,41846.61,309.06,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Argentum1509-D,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Pearl1102-E,2026-02,938238,957174,18936,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Opal403,2026-02,4775.25,4912.24,136.99,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Opal1207,2026-02,8461.39,8705.46,244.07,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Opal1203,2026-02,8150.91,8263.71,112.8,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Jade1906,2026-02,41.59,48.27,6.68,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Jade1806,2026-02,547009,547009,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,AquamarineG09,2026-02,701300,0,-701300,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aquamarine1209,2026-02,738735,754972,16237,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,AmethystG07,2026-02,857302,868894,11592,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Ruby1906,2026-02,1253.24,1542.94,289.7,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Ruby1207,2026-02,460,959,499,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Pearl602-E,2026-02,13155.54,13264.37,108.83,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Crystal203-F,2026-02,1788.53,1899.55,111.02,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Crystal1301-F,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Crystal1802-F,2026-02,536521,540333,3812,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Opal706,2026-02,86.02,90.08,4.06,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Argentum609-D,2026-02,222841,227287,4446,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Opal202,2026-02,40101,52167,12066,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
